title,author,author code,year,figures,description,genre,magazine
Pátek :,"Dobrovská, Iva",xx0176112,1985,,,česká poezie,Albín [samizdat];[Abecední almanach]
Ráno :,"Dobrovská, Iva",xx0176112,1985,,,česká poezie,Albín [samizdat];[Abecední almanach]
Odváté cesty... :,,,1985,,,česká poezie,Albín [samizdat];[Abecední almanach]
V baru :,"Dobrovská, Iva",xx0176112,1985,,,česká poezie,Albín [samizdat];[Abecední almanach]
Strach :,"Dobrovská, Iva",xx0176112,1985,,,česká poezie,Albín [samizdat];[Abecední almanach]
Jenom si povídáme,"Burian, Václav",jn20000400319,1982,,přirozenost;kultura,úvodníky,Ječmínek [samizdat]
Úvaha na galileovské téma,"Šenkyřík, Ladislav",jn20001227225,1982,,komunismus;etika;politická perzekuce,úvodníky,Ječmínek [samizdat]
Milan Koch.,,,1985,"Koch, Milan",undergroundová kultura,medailony;česká poezie,Albín [samizdat];[Abecední almanach]
Pegas :,"Bierezin, Jacek",js2009500829,1982,,,polská poezie,Ječmínek [samizdat]
Tos nebyla ty :,-hoe-,,1982,,,česká poezie,Ječmínek [samizdat]
11. Pražské jazzové dny,"Šenkyřík, Ladislav",jn20001227225,1982,,cenzura;koncerty;hudební skupiny,články,Ječmínek [samizdat]
Úvodní poznámka.,,,1987,"Hejda, Zbyněk;Wiesel, Elie;Heumos, Peter",samizdatové časopisy;polemiky,úvodníky,Střední Evropa [samizdat]
Jak být konzervativně liberálním socialistou?,"Kołakowski, Leszek",jn20000603472,1982,,liberalismus;socialismus;konzervatismus,úvahy,Ječmínek [samizdat]
[Potkani v kapse sokolského kroje],"Burian, Václav",jn20000400319,1982,,,česká poezie,Ječmínek [samizdat]
Zimní spánek,"Tichák, Tomáš",jn19990209917,1982,,velvyslanci;politika;diplomatická jednání,české povídky,Ječmínek [samizdat]
Leporelo - opožděné pro nedostatek inkoustu :,"Tichák, Tomáš",jn19990209917,1982,,,česká poezie,Ječmínek [samizdat]
O rozměrech :,"Burian, Václav",jn20000400319,1982,"Eben, Petr",měření;velikost (biologie),úvahy,Ječmínek [samizdat]
O platební bilanci,-hoe-,,1983,,inflace;korupce;ekonomie,úvodníky,Ječmínek [samizdat]
Dvě publikace o Johnu Lennonovi :,"Šenkyřík, Ladislav",jn20001227225,1983,"Lennon, John;Ono, Yoko;Zajíček, Ladislav;Šonka, Lubor;Kraus, Tomáš",smrt;hudebníci;publikace,články,Ječmínek [samizdat]
O protektorátu protektorátně,"Burian, Václav",jn20000400319,1983,"Suchý, Jiří;Molavcová, Jitka",druhá světová válka (1939-1945);drama;pověsti,recenze,Ječmínek [samizdat]
Pouť k Milosrdným,-t-,,1983,,herci;divadlo,články,Ječmínek [samizdat]
Prozaická skutečnost,"Šenkyřík, Ladislav",jn20001227225,1983,"Lukeš, Jan",socialismus;literatura;cenzura,úvahy,Ječmínek [samizdat]
Osud :,"Miłosz, Czesław",jn19990005739,1983,,,polská poezie,Ječmínek [samizdat]
Nevážný rozhovor :,"Miłosz, Czesław",jn19990005739,1983,,,polská poezie,Ječmínek [samizdat]
Rozloučení :,"Miłosz, Czesław",jn19990005739,1983,,,polská poezie,Ječmínek [samizdat]
Na střeše,"Tichák, Tomáš",jn19990209917,1983,,obchodní domy;hvězdná obloha,české povídky,Ječmínek [samizdat]
Pershing z Haarlemu,"Šenkyřík, Ladislav",jn20001227225,1983,,mírové hnutí;dopisy;záchrana lidského života,fejetony,Ječmínek [samizdat]
Pustiny :,"Springsteen, Bruce",ola2002149293,1983,,,americká poezie,Ječmínek [samizdat]
Kain vzešel z Adama :,"Springsteen, Bruce",ola2002149293,1983,,,americká poezie,Ječmínek [samizdat]
Ulice násilí :,"Springsteen, Bruce",ola2002149293,1983,,,americká poezie,Ječmínek [samizdat]
Temno na okraji města :,"Springsteen, Bruce",ola2002149293,1983,,,americká poezie,Ječmínek [samizdat]
Zrcadlení v hloubce,"Březina, Otokar",jk01020045,1986,,transcendence;literární jazyk;umění,prohlášení,Bonifác [samizdat];[Abecední almanach]
Psaní do větru :,"Jonák, Miroslav",xx0017811,1986,,,česká poezie,Bonifác [samizdat];[Abecední almanach]
Klub křížovkářů :,"Jonák, Miroslav",xx0017811,1986,,,česká poezie,Bonifác [samizdat];[Abecední almanach]
České bloudění.,"Groulík, Karel",xx0006418,1987,"Masaryk, Tomáš Garrigue;Beneš, Edvard;František Josef",národní programy a projekty;konzervatismus,eseje,Střední Evropa [samizdat]
Ubývání prostoru :,"Šenkyřík, Ladislav",jn20001227225,1983,,,česká poezie,Ječmínek [samizdat]
Ty také vychovávej pohádkou,-rub-,,1983,,pohádky;rodina;řemesla,pohádky,Ječmínek [samizdat]
[Aforismy],-t-,,1983,,naděje;štěstí;interpersonální vztahy,aforismy,Ječmínek [samizdat]
Příběhy,"Burian, Václav",jn20000400319,1983,,peklo;lidské chování;Bůh a člověk,povídky,Ječmínek [samizdat]
Poznámky k Andreasovu Českému bloudění,"Hejda, Zbyněk",jk01040549,1987,"Groulík, Karel;Masaryk, Tomáš Garrigue;Beneš, Edvard;František Josef;Karel",národní programy a projekty;absolutní monarchie;parlamentní demokracie,polemiky,Střední Evropa [samizdat]
Nekonečné možnosti :,-t-,,1983,,dialog;diskuse;nekonečno,úvahy,Ječmínek [samizdat]
LBP :,,,1983,,,česká poezie,Ječmínek [samizdat]
Sen marnivý :,,,1983,,,česká poezie,Ječmínek [samizdat]
Analýza,"Šenkyřík, Ladislav",jn20001227225,1983,,partnerské vztahy;práce;domov,české povídky,Ječmínek [samizdat]
Na výletě,"Tichák, Tomáš",jn19990209917,1983,,běh na lyžích;zima;interpersonální vztahy,české povídky,Ječmínek [samizdat]
Jeden podzim za všechny :,"Burian, Václav",jn20000400319,1983,,,česká poezie,Ječmínek [samizdat]
A tvůj podzim... :,"Burian, Václav",jn20000400319,1983,,,česká poezie,Ječmínek [samizdat]
Střední Evropa :,"Riemeck, Renate",uk2011674457,1987,"Lev;Bismarck, Herbert von;Alexandr;Clemenceau, Georges",mezinárodní vztahy;první světová válka (1914-1918);diplomatická jednání,monografie;úryvky,Střední Evropa [samizdat]
[Nenastane ticho],"Burian, Václav",jn20000400319,1983,,,česká poezie,Ječmínek [samizdat]
[Už dávno ne na báseň],"Burian, Václav",jn20000400319,1983,,,česká poezie,Ječmínek [samizdat]
Coyote :,"Mitchell, Joni",xx0024531,1983,,,kanadská poezie (anglicky),Ječmínek [samizdat]
Černá vrána (Black Crow) :,"Mitchell, Joni",xx0024531,1983,,,kanadská poezie (anglicky),Ječmínek [samizdat]
Stíny a světlo (Shadows And Light) :,"Mitchell, Joni",xx0024531,1983,,,kanadská poezie (anglicky),Ječmínek [samizdat]
Vzpomínka na dva dopisy polité pivem v roztocké hospodě :,"Šenkyřík, Ladislav",jn20001227225,1983,,vzpomínky;cestování;rozhovor,črty,Ječmínek [samizdat]
Probuzení :,"Foglová, Pavla",ola2003209125,1983,,,česká poezie,Ječmínek [samizdat]
Prosba :,"Foglová, Pavla",ola2003209125,1983,,,česká poezie,Ječmínek [samizdat]
Sonet konečných rozměrů :,"Foglová, Pavla",ola2003209125,1983,,,česká poezie,Ječmínek [samizdat]
Tobě :,"Foglová, Pavla",ola2003209125,1983,,,česká poezie,Ječmínek [samizdat]
Zpověď znuděné osobnosti :,"Foglová, Pavla",ola2003209125,1983,,,česká poezie,Ječmínek [samizdat]
Pokus o definici víry :,"Burian, Václav",jn20000400319,1983,"Havel, Václav",,česká poezie,Ječmínek [samizdat]
[Hromadný útok na Jana Lukeše],"Burian, Václav",jn20000400319,1983,"Lukeš, Jan;Hrabě, Václav;Wolker, Jiří",básníci;umělecká tvorba;cenzura,poznámky,Ječmínek [samizdat]
"[Z Lázňovského ""Dobrodružství"" se rýsuje dobré drama]","Šenkyřík, Ladislav",jn20001227225,1983,"Lázňovský, Michal;Smoček, Ladislav",divadelní inscenace;každodenní život;etické a morální aspekty,recenze,Ječmínek [samizdat]
Černý Petr,"Burian, Václav",jn20000400319,1983,"Forman, Miloš",film a literatura;radost;mládež,poznámky,Ječmínek [samizdat]
[Kdysi libereckou Ypsilonku provází v Praze pověst hutné tresti],-t-,,1983,,divadelní soubory;divadelní inscenace;zábava,komentáře,Ječmínek [samizdat]
[Není radostné sledovat osudy těch],"Burian, Václav",jn20000400319,1983,"Werich, Jan;Horníček, Miroslav;Suchý, Jiří;Hegerová, Hana",kultura;umělci;populární hudba,komentáře,Ječmínek [samizdat]
Portrét mladého muže jako viselce,"Šenkyřík, Ladislav",jn20001227225,1983,,sebevraždy;rodina;vzpomínky,české povídky,Ječmínek [samizdat]
Zkouška orchestrionu :,"Tichák, Tomáš",jn19990209917,1983,,hudba;divadlo;flašinet,dramata,Ječmínek [samizdat]
Mým láskám do památníků nebo na pomníky :,"Šenkyřík, Ladislav",jn20001227225,1983,,,česká poezie,Ječmínek [samizdat]
"Konwicki, Tadeusz","Burian, Václav",jn20000400319,1983,"Konwicki, Tadeusz",polská literatura;socialismus;centralismus,medailony,Ječmínek [samizdat]
Nový rok s těžkou kocovinou,"Konwicki, Tadeusz",jn19990004531,1983,,války;pravda;vzpomínky,úvahy,Ječmínek [samizdat]
"Sobota, plná drobných nepříjemností","Konwicki, Tadeusz",jn19990004531,1983,,národ (kategorie);politické programy;literatura,úvahy,Ječmínek [samizdat]
Provincie,"Mrożek, Sławomir",jn19990005880,1984,"Fellini, Federico",umění;provincie;poznávání,úvahy,Ječmínek [samizdat]
Tělo a duch,"Mrożek, Sławomir",jn19990005880,1984,,dualismus (filozofie);duše a tělo;etika,úvahy,Ječmínek [samizdat]
Namísto důkazu / :,"Šenkyřík, Ladislav",jn20001227225,1984,,,česká poezie,Ječmínek [samizdat]
Odpověď :,"Šenkyřík, Ladislav",jn20001227225,1984,,,česká poezie,Ječmínek [samizdat]
Jak mile oni bijí,"Mrożek, Sławomir",jn19990005880,1984,,násilí;rukojmí;psychologie,úvahy,Ječmínek [samizdat]
Styl,"Mrożek, Sławomir",jn19990005880,1984,,žebráci;dárcovství;interpersonální komunikace,polské povídky,Ječmínek [samizdat]
Potřeba žraloka,"Mrożek, Sławomir",jn19990005880,1984,"Spielberg, Steven",nepřátelství;žraloci;filmy,úvahy,Ječmínek [samizdat]
Neděle,"Mrożek, Sławomir",jn19990005880,1984,,svátky;umělci;nuda,úvahy,Ječmínek [samizdat]
Smutek či deprese,"Mrożek, Sławomir",jn19990005880,1984,,smutek;deprese;štěstí,úvahy,Ječmínek [samizdat]
Krátce,"Mrożek, Sławomir",jn19990005880,1984,,sociální pokrok;etika;bohatství,úvahy,Ječmínek [samizdat]
Dědic,"Mrożek, Sławomir",jn19990005880,1984,,polští spisovatelé;stylistika;propaganda,úvahy,Ječmínek [samizdat]
Poznámky k dějinám střední Evropy.,"Kučera, Rudolf",jn20000710384,1987,"Riemeck, Renate;Hegel, Georg Wilhelm Friedrich",monarchie;národní stát,eseje,Střední Evropa [samizdat]
"Evangelium sv. Jana (1, 14) :",-hoe-,,1984,,,česká poezie,Ječmínek [samizdat]
Nesnesitelné myšlenky,"Tichák, Tomáš",jn19990209917,1984,,lidstvo;sémantika;morálka,aforismy,Ječmínek [samizdat]
Dar slov :,"Dale, Peter",av20191037688,1984,,,anglická poezie,Ječmínek [samizdat]
Během představení se bude střílet :,"Dale, Peter",av20191037688,1984,,,anglická poezie,Ječmínek [samizdat]
Památce maďarského básníka zavražděného nacisty :,"Dale, Peter",av20191037688,1984,,,anglická poezie,Ječmínek [samizdat]
Předstíraje bdění :,"Hamilton, Ian",jn19990003116,1984,,,anglická poezie,Ječmínek [samizdat]
Kamióny :,"Hamilton, Ian",jn19990003116,1984,,,anglická poezie,Ječmínek [samizdat]
Písnička :,"Fuller, John",mub2014837832,1984,,,anglická poezie,Ječmínek [samizdat]
Krátící se dny :,"Hughes, Glyn",pna2006337962,1984,,,anglická poezie,Ječmínek [samizdat]
Dopis :,"Hughes, Glyn",pna2006337962,1984,,,anglická poezie,Ječmínek [samizdat]
Útěk v hodině dvanácté,"Tichák, Tomáš",jn19990209917,1984,,orloje;Silvestr;vzpomínky,české povídky,Ječmínek [samizdat]
Nesnesitelné myšlenky II.,"Tichák, Tomáš",jn19990209917,1984,,filozofie;pravda;literatura,aforismy,Ječmínek [samizdat]
[Věčnost je křišťál],"Burian, Václav",jn20000400319,1984,,,česká poezie,Ječmínek [samizdat]
[Dálky jsou tiché],"Burian, Václav",jn20000400319,1984,,,česká poezie,Ječmínek [samizdat]
[Obrázek jak rozhozený prach],"Burian, Václav",jn20000400319,1984,,,česká poezie,Ječmínek [samizdat]
[Těsně nad ticho],"Burian, Václav",jn20000400319,1984,,,česká poezie,Ječmínek [samizdat]
[Odkud štěkají ta psiska],"Burian, Václav",jn20000400319,1984,,,česká poezie,Ječmínek [samizdat]
[Oč méně lásky],"Burian, Václav",jn20000400319,1984,,,česká poezie,Ječmínek [samizdat]
[V tom náhlém jasu],"Burian, Václav",jn20000400319,1984,,,česká poezie,Ječmínek [samizdat]
[Již tolikrát prožitá],"Burian, Václav",jn20000400319,1984,,,česká poezie,Ječmínek [samizdat]
Poslední únava :,"Burian, Václav",jn20000400319,1984,,,česká poezie,Ječmínek [samizdat]
Když se uleví,"Dobrovský, Jan",xx0234074,1986,"Bondy, Egon;Mácha, Karel Hynek",undergroundová kultura,česká poezie,Čestmír [samizdat];[Abecední almanach]
Básně,"Bondy, Egon",jk01012610,1986,,,česká poezie,Čestmír [samizdat];[Abecední almanach]
"[Bože, koho to jenom tenkrát napadlo...]","Schulz, Martin",,1986,,,česká poezie,Čestmír [samizdat];[Abecední almanach]
Melinovy myšlenky,"Novotný, Jan",jk01090688,1984,"Orwell, George;Šafařík, Josef",přírodní vědy;morálka;pravda,úvahy,Ječmínek [samizdat]
Poznámky k husovské diskusi,"Uhlíř, Zdeněk",jo20000082502,1987,"Hus, Jan;Novotný, Václav;Kybal, Vlastimil;Herold, Vilém;Ransdorf, Miloslav;Molnár, Amedeo;Bartoš, František Michálek;Kalivoda, Robert;Machovec, Milan",husitství;hereze;liberalismus;katolicismus;dějiny křesťanství;nacionalismus;marxismus,eseje,Střední Evropa [samizdat]
Stručná zpráva o dni,"Dobrovský, Jan",xx0234074,1986,"Seifert, Jaroslav;Pilař, Jan",úmrtí,česká poezie,Čestmír [samizdat];[Abecední almanach]
"Polesný Fajt se brodil čerstvým sněhem, v jedné ruce prázdnou nůši, v druhé řemen brokovnice","Tichák, Tomáš",jn19990209917,1984,,lesy;myslivci;práce,české povídky,Ječmínek [samizdat]
"Kdykoli se potkal s jejím úsměvem, neubránil se, aby jeho sebevědomí nepřešlo v křečovitý primitivismus","Tichák, Tomáš",jn19990209917,1984,,interpersonální vztahy;láska;smích,české povídky,Ječmínek [samizdat]
"Vesnice byla tak dlouhá, že hlášení rozhlasu dříve na konci skončilo,než na začátku začalo","Tichák, Tomáš",jn19990209917,1984,,rozhlas;vesnice;management konfliktů,české povídky,Ječmínek [samizdat]
S objevem se prvních příznaků jara vytanulo mu na mysl jakési určité znepokojení,"Tichák, Tomáš",jn19990209917,1984,,příroda;jaro;mezinárodní vztahy,české povídky,Ječmínek [samizdat]
"Aby čekání na zapadlé cestě bylo méně šedivé, upletla si nedaleko věnec z vlčího máku","Tichák, Tomáš",jn19990209917,1984,,léto;nekonečno,české povídky,Ječmínek [samizdat]
Návrat do nicoty :,"Heumos, Peter",jn19990003476,1987,"Herrmann, Leo;Buber, Martin;Brod, Max",sionismus;holocaust (1939-1945);druhá světová válka (1939-1945);dějiny Židů;emigrace;antisemitismus,studie,Střední Evropa [samizdat]
Má víra,"Miłosz, Czesław",jn19990005739,1984,,římskokatolické náboženství;národní identita;křesťanství a kultura,eseje,Ječmínek [samizdat]
Rozeklaný čas :,"Bonn, Hanuš",jk01012618,1984,,,česká poezie,Ječmínek [samizdat]
Růže :,"Wojaczek, Rafał",js2005269343,1984,,,polská poezie,Ječmínek [samizdat]
Babij Jar: 1941-1981,"Wiesel, Elie",jn19990009121,1987,,holocaust (1939-1945);masové vraždy;nacismus;válečné zločiny;sociální paměť,eseje,Střední Evropa [samizdat]
Odpověď na dopis mladého důstojníka,"Tichák, Tomáš",jn19990209917,1984,"Lermontov, Michail Jur‘jevič",romantismus;armáda;souboje,dopisy,Ječmínek [samizdat]
Babička umírá,"Šenkyřík, Ladislav",jn20001227225,1984,,hluk;smrt;letadla,české povídky,Ječmínek [samizdat]
Aforismy jako poznaná hutnost,"Tichák, Tomáš",jn19990209917,1984,,tvůrčí psaní;pravda,aforismy,Ječmínek [samizdat]
Metamorfóza :,"Stachura, Edward",jn19990008148,1984,,,polská poezie,Ječmínek [samizdat]
Zkouška nanebevstoupení :,"Stachura, Edward",jn19990008148,1984,,,polská poezie,Ječmínek [samizdat]
Vlasy :,"Stachura, Edward",jn19990008148,1984,,,polská poezie,Ječmínek [samizdat]
Mrtvé moře :,"Stachura, Edward",jn19990008148,1984,,,polská poezie,Ječmínek [samizdat]
[Vůni vosku],"Stachura, Edward",jn19990008148,1984,,,polská poezie,Ječmínek [samizdat]
[Našly se sny],"Stachura, Edward",jn19990008148,1984,,,polská poezie,Ječmínek [samizdat]
Tajemno je príma kšeft,"Bondy, Egon",jk01012610,1986,"Bergier, Jacques;Pauwels, Louis;Souček, Ludvík;Däniken, Erich von",,glosy,Drozd [samizdat];[Abecední almanach]
Prosinec :,j. h.,,1986,,,česká poezie,Drozd [samizdat];[Abecední almanach]
Blues o vlastní tváři :,,,1986,,,česká poezie,Drozd [samizdat];[Abecední almanach]
Experiment,"Tichák, Tomáš",jn19990209917,1984,,vzpomínky;škola,české povídky,Ječmínek [samizdat]
Rýmovánky,"Jonák, Miroslav",xx0017811,1986,,,česká poezie,Drozd [samizdat];[Abecední almanach]
Krize filosofie v kostce.,,,1984,,filozofie,aforismy,Ječmínek [samizdat]
"Nebe, peklo, ráj","Dobrovský, Jan",xx0234074,1986,,,české prózy,Drozd [samizdat];[Abecední almanach]
"Jsem rád, že jsem tu zpátky","Bukowski, Charles",jn20000720038,1984,,,americká poezie,Ječmínek [samizdat]
Samuel Bak,"Laub, Gabriel",jk01071637,1986,"Bak, Samuel",,medailony;reportáže,Drozd [samizdat];[Abecední almanach]
Witold Gombrowicz : Poslední rozhovor,"Gombrowicz, Witold",jn19990002771,1984,,polští spisovatelé;divadla,rozhovory,Ječmínek [samizdat]
[Meteorologie předčí jiné vědy],"Tichák, Tomáš",jn19990209917,1984,,filozofie,aforismy,Ječmínek [samizdat]
"[První číslo Protějšího chodníku znamená to, že jsme se na onom protějším chodníku už vlastně octli...]",,,1987,,,úvodníky;česká poezie,Protější chodník [samizdat]
Lekce z reality.,,,1987,,undergroundová kultura;rock,zprávy,Protější chodník [samizdat]
Rock s vyprázdněným obsahem,"Vondra, Alexandr",jn20000402592,1987,,rock,úvahy,Protější chodník [samizdat]
Tentokrát bez maskovacích manévrů,"Hlavsa, Milan",jn20000728182,1987,"Jirous, Ivan Martin",rock;undergroundová kultura,rozhovory,Protější chodník [samizdat]
Poselství pro Plastic People :,"Sanders, Ed",xx0017444,1987,,,americká poezie,Protější chodník [samizdat]
Pašije :,"Brabenec, Vratislav",jn20010309458,1987,,,česká poezie,Protější chodník [samizdat]
Naše cesta k lepšímu uspořádání společnosti nepovede přes žádné návraty ke starým pořádkům :,"Hejdánek, Ladislav",jk01040550,1987,"Marx, Karl",filozofie;disent,rozhovory,Protější chodník [samizdat]
Odpovědi před budapešťským kulturním fórem,"Vaculík, Ludvík",jk01141068,1987,,alternativní kultura,rozhovory,Protější chodník [samizdat]
Tři tulipány pro Jaroslava Seiferta,Maxim H.,,1987,"Seifert, Jaroslav",,reportáže,Protější chodník [samizdat]
Bohuslav Reynek.,,,1987,,,medailony;česká poezie,Protější chodník [samizdat]
Don Quijote z Petrkova,"Křepelka, Karel",jn19990209436,1987,"Reynek, Bohuslav",,medailony,Protější chodník [samizdat]
Návrat ztraceného syna :,"Křepelka, Karel",jn19990209436,1987,,,česká poezie,Protější chodník [samizdat]
Kamennému hrobu Julia Zeyera stýská se po trávě :,"Křepelka, Karel",jn19990209436,1987,,,česká poezie,Protější chodník [samizdat]
Návrat Dona Qiujota :,"Křepelka, Karel",jn19990209436,1987,,,česká poezie,Protější chodník [samizdat]
Toužení po Dulcinee :,"Křepelka, Karel",jn19990209436,1987,,,česká poezie,Protější chodník [samizdat]
Paní Dulcinea :,"Křepelka, Karel",jn19990209436,1987,,,česká poezie,Protější chodník [samizdat]
Zpráva o přilétání zvonů,"Zapletal, Jaroslav",jn99240001511,1987,"Oliva, Otmar",sochařství;realismus (umění);zvonařství;reliéfy (sochařství),medailony;eseje,Střední Evropa [samizdat]
Změna :,"Tichák, Tomáš",jn19990209917,1984,"Hašek, Jaroslav;Kafka, Franz",soudnictví;hostince;rodina,česká dramata,Ječmínek [samizdat]
Revuální oslava,"Rezek, Petr",skuk0001161,1987,"Patočka, Jan;Kroupa, Daniel;Michálek, Jiří;Němec, Jiří;Kohák, Erazim;Palouš, Radim",,stati,Střední Evropa [samizdat]
Tři setkání,"Pelc, Jan",jn99240000862,1987,,,české prózy,Protější chodník [samizdat]
Pan Cogito a dlouhověkost / :,"Herbert, Zbigniew",jn19990003408,1984,,,polská poezie,Ječmínek [samizdat]
Případ Ondrejský cintorín - část II :,"Budaj, Ján",mzk2004239199,1987,,občanská angažovanost;cenzura;urbanismus;hřbitovy,vzpomínky;dokumenty,Střední Evropa [samizdat]
Eschatologické předtuchy pana Cogito :,"Herbert, Zbigniew",jn19990003408,1984,,,polská poezie,Ječmínek [samizdat]
Prohlášení,"Danisz, Josef",av20221143774,1987,"Kulka, Erich;Šebesta, Josef",soudní spory;nakladatelství a vydavatelství;holocaust (1939-1945);kolaborace;osobnostní práva,prohlášení,Střední Evropa [samizdat]
Opuštěný :,"Herbert, Zbigniew",jn19990003408,1984,,,polská poezie,Ječmínek [samizdat]
Malá noční hudba,"Tichák, Tomáš",jn19990209917,1984,"Mozart, Wolfgang Amadeus",hudba;objevy;tajemství,české povídky,Ječmínek [samizdat]
Básně,"Burian, Václav",jn20000400319,1984,,,česká poezie,Ječmínek [samizdat]
Náboženství a věda,"Whitehead, Alfred North",jn19990009098,1984,,věda a víra;dějiny náboženství;kulturní evoluce,úvahy,Ječmínek [samizdat]
Habsburský dům :,"Wandruszka, Adam",jn20011018013,1987,Josef;František;Leopold;Habsburkové (rod),panovnické dynastie;absolutní monarchie;osvícenství,monografie;úryvky,Střední Evropa [samizdat]
Úvodní poznámka.,,,1988,,samizdatové časopisy;konzervatismus,úvodníky,Střední Evropa [samizdat]
Poznámky k dějinám střední Evropy.,"Kučera, Rudolf",jn20000710384,1988,"Riemeck, Renate;Rudolf;Masaryk, Tomáš Garrigue;Beneš, Edvard",monarchie;národní stát;národnostní konflikty,eseje,Střední Evropa [samizdat]
"Tak už jsem tady s tím vápnem, pane Werichu!","Škutina, Vladimír",jk01130395,1987,"Novotný, Antonín;Werich, Jan",Pražské jaro (1968 : Československo),české prózy,Protější chodník [samizdat]
České sny,"Nauman, Pavel",js20011212167,1988,"Masaryk, Tomáš Garrigue;Groulík, Karel;Forbelský, Josef;Rádl, Emanuel;Gajda, Radola",národnostní konflikty;parlamentní demokracie;fašismus;čechoslovakismus,polemiky;eseje,Střední Evropa [samizdat]
"Dnes náboženství, zítra otroctví","Dylan, Bob",jn20000700458,1984,"Knopfler, Mark",hudba;náboženství;židovství,rozhovory,Ječmínek [samizdat]
Pět stručných vánočních legend,"Tichák, Tomáš",jn19990209917,1984,,,česká poezie,Ječmínek [samizdat]
Mírotvorce (Man of Peace) / :,"Dylan, Bob",jn20000700458,1984,,,americká poezie,Ječmínek [samizdat]
Nesmíš se mi dnes v noci sesypat (Don´t Fall Apart On Me Tonight) :,"Dylan, Bob",jn20000700458,1984,,,americká poezie,Ječmínek [samizdat]
Johanniny představy (Visions of Johanna) :,"Dylan, Bob",jn20000700458,1984,,,americká poezie,Ječmínek [samizdat]
Zbyněk Hejda versus Andreas,"Příhoda, Petr",jn19981002064,1988,"Groulík, Karel;Hejda, Zbyněk;Habsburkové (rod)",klerikalismus;konzervatismus;sociální paměť,úvahy;polemiky,Střední Evropa [samizdat]
Lepší když půjdeš po svých (a já sám) (Most Likely You Go Your Own Way (And I Will Go Mine) :,"Dylan, Bob",jn20000700458,1984,,,americká poezie,Ječmínek [samizdat]
Replika je kritice Z. Hejdy,"Groulík, Karel",xx0006418,1988,"Hejda, Zbyněk",národní programy a projekty;konzervatismus,polemiky;diskuse,Střední Evropa [samizdat]
Královnička Jana (Quenn Jana Approximately) :,"Dylan, Bob",jn20000700458,1984,,,americká poezie,Ječmínek [samizdat]
Dopis v lahvi,"Mrożek, Sławomir",jn19990005880,1985,,dopisy;lidstvo;předsudky,úvahy,Ječmínek [samizdat]
Jarní :,"Foglová, Pavla",ola2003209125,1985,,,česká poezie,Ječmínek [samizdat]
Sto labutí :,"Foglová, Pavla",ola2003209125,1985,,,česká poezie,Ječmínek [samizdat]
Ulice :,"Foglová, Pavla",ola2003209125,1985,,,česká poezie,Ječmínek [samizdat]
Stát se spisovatelem :,"Šenkyřík, Ladislav",jn20001227225,1985,,spisovatelé;chudoba;profese,fejetony,Ječmínek [samizdat]
Býti spisovatelem,"Tichák, Tomáš",jn19990209917,1985,,spisovatelé;hrdinové;čtenáři,aforismy,Ječmínek [samizdat]
Poznámky,"Burian, Václav",jn20000400319,1985,,pravda;život,poznámky,Ječmínek [samizdat]
Zkáza knihovny,"Tichák, Tomáš",jn19990209917,1985,,knihovní budovy;požáry;detektivní literatura,české povídky,Ječmínek [samizdat]
Tváří do trávy :,"Barańczak, Stanisław",jn19990000433,1985,,,polská poezie,Ječmínek [samizdat]
Na jednu kartu :,"Barańczak, Stanisław",jn19990000433,1985,,,polská poezie,Ječmínek [samizdat]
U konce dvacetileté války :,"Barańczak, Stanisław",jn19990000433,1985,,,polská poezie,Ječmínek [samizdat]
Spící :,"Barańczak, Stanisław",jn19990000433,1985,,,polská poezie,Ječmínek [samizdat]
Hladhgudhr :,"Tichák, Tomáš",jn19990209917,1985,,čarodějové;princezny;dobro a zlo,české pohádky,Ječmínek [samizdat]
Pochmurné domy,"Tisovský, T. E.",jk01132505,1985,"Jirásek, Alois",rozpad Rakousko-Uherska (1918);první světová válka (1914-1918);úředníci,vzpomínky,Ječmínek [samizdat]
Rok :,"Miłosz, Czesław",jn19990005739,1985,,,polská poezie,Ječmínek [samizdat]
Hra,"Barthelme, Donald",jn20000400074,1985,,normalita;důstojníci;pistole,americké povídky,Ječmínek [samizdat]
Poznanie :,"Trebichavský, Ivan",,1985,,,slovenská poezie,Ječmínek [samizdat]
Báseň tiež bez mena :,"Trebichavský, Ivan",,1985,,,slovenská poezie,Ječmínek [samizdat]
Titovy koncentráky :,"Djordjević, Nikolaj",,1988,"Tito, Josip Broz",koncentrační tábory;totalitarismus;politické trestné činy;politická perzekuce,vzpomínky,Střední Evropa [samizdat]
Človek :,"Trebichavský, Ivan",,1985,,,slovenská poezie,Ječmínek [samizdat]
Smútok :,"Trebichavský, Ivan",,1985,,,slovenská poezie,Ječmínek [samizdat]
Jeseň :,"Trebichavský, Ivan",,1985,,,slovenská poezie,Ječmínek [samizdat]
Divadlo :,"Trebichavský, Ivan",,1985,,,slovenská poezie,Ječmínek [samizdat]
Fotografia :,"Trebichavský, Ivan",,1985,,,slovenská poezie,Ječmínek [samizdat]
Križovatky :,"Trebichavský, Ivan",,1985,,,slovenská poezie,Ječmínek [samizdat]
Psom Jesenina :,"Trebichavský, Ivan",,1985,,,slovenská poezie,Ječmínek [samizdat]
Spoločná cesta :,"Trebichavský, Ivan",,1985,,,slovenská poezie,Ječmínek [samizdat]
